"name","url","status","area","department","center","university","description","keywords","contact_name","contact_email"
"Grupo de Investigación en Metalurgia Física y Materiales Avanzados | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10297/detalle?lang=es","","","","","UPV/EHU","Grupo de Investigación en Metalurgia Física y Materiales Avanzados Detalle Proyectos Publicaciones Colaboración Tesis Patentes Constituido el 01 de enero de 2010 Responsables : MARIA LUISA NO SANCHEZ JOSE MARIA SAN JUAN NUÑEZ Centro : Facultad de Ciencia y Tecnología Departamento : Física Investigadoras/es Filtrar MARIA LUISA NO SANCHEZ Responsable JOSE MARIA SAN JUAN NUÑEZ Responsable TOMASZ BRECZEWSKI FILBEREK JOSE FERNANDO GOMEZ CORTES MARIA ISABEL RUIZ LARREA Clasificaciones Vigencia de grupos: Grupos EHU/UPV activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Condensed Matter Physics (Physics and Astronomy) Filtrar Mechanics of Materials (Engineering) Filtrar Metals and Alloys (Materials Science) Filtrar General Materials Science (Materials Science) Filtrar Mechanical Engineering (Engineering) Filtrar Electronic, Optical and Magnetic Materials (Materials Science) Filtrar Materials Chemistry (Materials Science) Filtrar Ceramics and Composites (Materials Science) Filtrar Surfaces, Coatings and Films (Materials Science) Filtrar Applied Physics (Physics and Astronomy) Filtrar Componentes en otros momentos (4) HERNANDEZ BOCANEGRA, EDUARDO 2010 2015 LOPEZ ECHARRI, ANGEL MARIA 2010 2021 LOPEZ, GABRIEL ALEJANDRO 2010 2021 LORENZO GARCIA-MINGUILLAN, PATRICIA 2016 2021","","Contacto",""
"Grupo de investigación sobre estándares, certificaciones, auditorías, informes | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10298/detalle?lang=es","","","","","UPV/EHU","Grupo de investigación sobre estándares, certificaciones, auditorías, informes Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2016 Activo hasta 31 de diciembre de 2021 Responsable : IÑAKI HERAS SAIZARBITORIA Investigadoras/es Filtrar IÑAKI HERAS SAIZARBITORIA Responsable MAIDER ALDAZ ODRIOZOLA ERLANTZ ALLUR ARANBURU IGOR ALVAREZ ECHEVERRIA GERMAN ARANA LANDIN MIREN ARTARAZ MIÑON ALBERTO DIAZ DE JUNGUITU GONZALEZ DE DURANA ARTIZAR ERAUSKIN TOLOSA AINHOA GARAYAR ERRO ANDER IBARLOZA ARRIZABALAGA BEÑAT LANDETA MANZANO IKER LASKURAIN ITURBE NESTOR LAZARO GUTIERREZ Lucia Saez Vegas EDUARDO SAN MIGUEL OSABA IBON ZAMANILLO ELGUEZABAL EUGENIO ZUBELZU JACA Clasificaciones Vigencia de grupos: Grupos finalizados beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Management, Monitoring, Policy and Law (Environmental Science) Filtrar Strategy and Management (Business, Management and Accounting) Filtrar Management of Technology and Innovation (Business, Management and Accounting) Filtrar Education (Social Sciences) Filtrar Geography, Planning and Development (Social Sciences) Filtrar General Business, Management and Accounting (Business, Management and Accounting) Filtrar Public Administration (Social Sciences) Filtrar General Economics (Economics, Econometrics and Finance) Filtrar Econometrics (Economics, Econometrics and Finance) Filtrar Renewable Energy, Sustainability and the Environment (Energy) Filtrar","","Contacto",""
"Estado constitucional y crisis económica | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10299/detalle?lang=es","","","","","UPV/EHU","Estado constitucional y crisis económica Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 10 de noviembre de 2011 Activo hasta 31 de diciembre de 2021 Responsable : MIGUEL ANGEL GARCIA HERRERA Investigadoras/es Filtrar MIGUEL ANGEL GARCIA HERRERA Responsable JUAN ESTEBAN ARLUCEA RUIZ GONZALO MAESTRO BUELGA ROBERTO URIARTE TORREALDAY EDUARDO VIRGALA FORURIA Clasificaciones Vigencia de grupos: Grupos finalizados beta Especialidades predominantes (top 7) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Geography, Planning and Development (Social Sciences) Filtrar Sociology and Political Science (Social Sciences) Filtrar Econometrics (Economics, Econometrics and Finance) Filtrar General Economics (Economics, Econometrics and Finance) Filtrar Management, Monitoring, Policy and Law (Environmental Science) Filtrar Political Science and International Relations (Social Sciences) Filtrar Public Administration (Social Sciences) Filtrar","","Contacto",""
"Pensamiento medioambiental durante la infancia y su relación con el desarrollo del concepto de ser vivo | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10303/detalle?lang=es","","","","","UPV/EHU","Pensamiento medioambiental durante la infancia y su relación con el desarrollo del concepto de ser vivo Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2020 Responsable : JOSÉ DOMINGO VILLARROEL VILLAMOR Centro : Facultad de Educación de Bilbao Departamento : Didáctica de las Matemáticas, Ciencias Experimentales y Sociales Investigadoras/es Filtrar JOSÉ DOMINGO VILLARROEL VILLAMOR Responsable ALVARO ANTON BARANDA JAVIER GASCO CHAVARRI DANIEL ZUAZAGOITIA REY- BALTAR Clasificaciones Vigencia de grupos: Grupos EHU/UPV activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Education (Social Sciences) Filtrar Physics Education (Physics and Astronomy) Filtrar Communication (Social Sciences) Filtrar Applied Psychology (Psychology) Filtrar General Agricultural and Biological Sciences (Agricultural and Biological Sciences) Filtrar General Mathematics (Mathematics) Filtrar Library and Information Sciences (Social Sciences) Filtrar Nature and Landscape Conservation (Environmental Science) Filtrar Plant Science (Agricultural and Biological Sciences) Filtrar Pollution (Environmental Science) Filtrar Componentes en otros momentos (1) ROJO ROBAS, VANESA 2020 2022","","Contacto",""
"ClioBasque: legado y lecciones del pasado para analizar los retos del País Vasco en la actualidad | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10304/detalle?lang=es","","","","","UPV/EHU","ClioBasque ClioBasque: legado y lecciones del pasado para analizar los retos del País Vasco en la actualidad Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2016 Responsable : JESUS MARIA VALDALISO GAGO Centro : Facultad de Economía y Empresa Departamento : Políticas Públicas e Historia Económica Investigadoras/es Filtrar JESUS MARIA VALDALISO GAGO Responsable JOSE IGNACIO ANDRES UCENDO ELENA NATIVIDAD CATALAN MARTINEZ JOSEBA IÑAKI DE LA PEÑA ESTEBAN MIKEL ERKOREKA GONZALEZ Igor Etxabe Iruretagoiena ASIER GARAYETA BAJO MARIO GARCIA ZUÑIGA IGOR GOÑI MENDIZABAL XABIER LAMIKIZ GOROSTIAGA ERNESTO LOPEZ LOSA NOEMI PEÑA MIGUEL IÑAKI PERIAÑEZ CAÑADILLAS IKER SAITUA IDARRAGA OSKAR VILLARREAL LARRINAGA Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. History (Arts and Humanities) Filtrar Geography, Planning and Development (Social Sciences) Filtrar Public Administration (Social Sciences) Filtrar Sociology and Political Science (Social Sciences) Filtrar General Economics (Economics, Econometrics and Finance) Filtrar Econometrics (Economics, Econometrics and Finance) Filtrar General Finance (Economics, Econometrics and Finance) Filtrar Education (Social Sciences) Filtrar Economics (Economics, Econometrics and Finance) Filtrar Marketing (Business, Management and Accounting) Filtrar Componentes en otros momentos (6) FERNANDEZ DE PINEDO FERNANDEZ, EMILIANO 2016 2021 GONZALEZ UGARTE, MARIA EUGENIA 2016 2021 MUGARTEGUI EGUIA, ISABEL MARIA PILAR 2016 2021 PEREZ CASTROVIEJO, PEDRO MARIA 2016 2021 PIQUERO ZARAUZ, SANTIAGO 2016 2021 URIARTE AYO, RAFAEL 2016 2021","","PIQUERO ZARAUZ, SANTIAGO 2016 2021",""
"El sistema fiscal vasco desde la perspectiva de la UE y del derecho tributario internacional | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10306/detalle?lang=es","","","","","UPV/EHU","El sistema fiscal vasco desde la perspectiva de la UE y del derecho tributario internacional Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2016 Activo hasta 31 de diciembre de 2021 Responsable : ISAAC MERINO JARA Investigadoras/es Filtrar ISAAC MERINO JARA Responsable SOFIA ARANA LANDIN JOSE LUIS BURLADA ECHEVESTE AITOR ORENA DOMINGUEZ MARCO ANTONIO RODRIGO RUIZ SUSANA SERRANO GAZTELUURRUTIA IRUNE SUBERBIOLA GARBIZU Clasificaciones Vigencia de grupos: Grupos finalizados beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Law (Social Sciences) Filtrar Sociology and Political Science (Social Sciences) Filtrar General Economics (Economics, Econometrics and Finance) Filtrar Econometrics (Economics, Econometrics and Finance) Filtrar Economics (Economics, Econometrics and Finance) Filtrar General Social Sciences (Social Sciences) Filtrar Computers and Society (Computer Science) Filtrar Education (Social Sciences) Filtrar Geography, Planning and Development (Social Sciences) Filtrar Public Administration (Social Sciences) Filtrar","","Contacto",""
"Grupo de Micro y Nano Tecnologías, Biomateriales y Células | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10307/detalle?lang=es","","","","","UPV/EHU","NanoBioCel Grupo de Micro y Nano Tecnologías, Biomateriales y Células Detalle Proyectos Publicaciones Colaboración Tesis Patentes Constituido el 01 de enero de 2010 Responsables : ROSA MARIA HERNANDEZ MARTIN JOSE LUIS PEDRAZ MUÑOZ Centro : Facultad de Farmacia Departamento : Farmacia y Ciencias de los Alimentos Página web : https://www.ehu.eus/es/web/nanobiocel Investigadoras/es Filtrar ROSA MARIA HERNANDEZ MARTIN Responsable JOSE LUIS PEDRAZ MUÑOZ Responsable IRENE BAUTISTA LOPEZ LUCIA ENRIQUEZ RODRIGUEZ ZURIÑE ERAÑA PEREZ ITSASNE EREZUMA ALDAMIZ-ETXEBARRIA AMAIA ESQUISABEL ALEGRIA IDOIA GALLEGO GARRIDO CAMINO GARCIA BLASCO ITXASO GARCIA ORUE FATIMA GARCIA VILLEN LORENA GONZALEZ MELERO AINHOA GONZALEZ PUJANA SARA HERNANDO REVILLA MANUELA IGARTUA OLAECHEA MARKEL LAFUENTE MERCHAN KEVIN LAS HERAS ZAPATA IZEIA LUKIN GARMENDIA IVAN MALDONADO PEREZ ELENA MUÑOZ PEREZ JORGE ORDOYO PASCUAL GORKA ORIVE ARROYO ARANTZA PEREZ VALLE GUSTAVO PURAS OCHOA MURUGAN RAMALINGAM MARIA ROSSELLO GELABERT SANDRA RUIZ ALONSO LAURA SAENZ DEL BURGO MARTINEZ EDORTA SANTOS VIZCAINO DENIS SCAINI ANE ILIA VILLATE BEITIA JON ZARATE SESMA Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Biomedical Engineering (Engineering) Filtrar Regenerative Medicine (Medicine) Filtrar Bioengineering (Chemical Engineering) Filtrar Biotechnology (Biochemistry, Genetics and Molecular Biology) Filtrar Internal Medicine (Medicine) Filtrar Ophthalmology (Medicine) Filtrar Biomaterials (Materials Science) Filtrar Pharmaceutical Science (Pharmacology, Toxicology and Pharmaceutics) Filtrar Pharmacology (Pharmacology, Toxicology and Pharmaceutics) Filtrar Allergy and Immunology (Medicine) Filtrar Componentes en otros momentos (11) ACARREGUI GARALDE, ARGIA 2016 2021 AGIRRE DIEZ, MIREIA 2016 2021 ECHAVE OTAÑO, MARIA DEL CARMEN 2016 2021 GARTZIANDIA LOPEZ DE GOIKOETXEA, OIHANE 2016 2021 GURRUCHAGA IRIBAR, HARITZ 2016 2021 HERNAEZ ESTRADA, BEATRIZ 2016 2021 MORENO SASTRE, MARIA 2016 2021 MURUA UGARTE, AINHOA 2010 2015 PORTERO LANDA, AITZIBER 2010 2015 SAINZ RAMOS, MIRIAM 2016 2021 SALVADOR MARTINEZ, AIALA 2016 2021","","Contacto",""
"Problemas Microeconómicos teóricos, empíricos y experimentales relacionados con Economía del Comportamiento, Elección Social, Juegos, Organización Industrial y Redes | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10308/detalle?lang=es","","","","","UPV/EHU","Problemas Microeconómicos teóricos, empíricos y experimentales relacionados con Economía del Comportamiento, Elección Social, Juegos, Organización Industrial y Redes Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2013 Activo hasta 31 de diciembre de 2021 Responsable : MARIA ELENA IÑARRA GARCIA Investigadoras/es Filtrar MARIA ELENA IÑARRA GARCIA Responsable IGNACIO AGUIRRE PEREZ MIGUEL ANGEL ARAMENDIA RUIZ OIHANA ARISTONDO ECHEBERRIA ILASKI BARAÑANO MENTXAKA MARIA ARANZAZU BEITIA RUIZ DE MENDAROZQUETA NAGORE IRIBERRI ETXEBESTE ANNICK LARUELLE CASILDA LASSO DE LA VEGA MARTINEZ RICARDO MAXIMILIAN LOPEZ BUSCH MARIA PAZ MORAL ZUAZO MARIA NORMA OLAIZOLA ORTEGA MARTA SAN MARTIN LIZARRALDE ANA ISABEL SARACHO DE LA TORRE ANA MARTA URRUTIA KAREAGA Clasificaciones Vigencia de grupos: Grupos finalizados beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Econometrics (Economics, Econometrics and Finance) Filtrar General Economics (Economics, Econometrics and Finance) Filtrar Education (Social Sciences) Filtrar General Finance (Economics, Econometrics and Finance) Filtrar Information Systems (Computer Science) Filtrar Computer Science and Game Theory (Computer Science) Filtrar Environmental Science (miscellaneous) (Environmental Science) Filtrar General Social Sciences (Social Sciences) Filtrar Geography, Planning and Development (Social Sciences) Filtrar Linguistics and Language (Social Sciences) Filtrar Componentes en otros momentos (4) HERNANDEZ ARENAZ, IÑIGO 2013 2018 PALACIOS HUERTA, IGNACIO 2013 2018 URIARTE AYO, JOSE RAMON 2013 2018 VIVES COSCOJUELA, CECILIA 2013 2018","","Contacto",""
"ADIAN | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10309/detalle?lang=es","","","","","UPV/EHU","ADIAN ADIAN Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2010 Responsable : JAVIER FRANCISCO MUGUERZA RIVERO Centro : Facultad de Informática Departamento : Arquitectura y Tecnología de Computadores Página web : https://www.adian.eus/es/ Investigadoras/es Filtrar JAVIER FRANCISCO MUGUERZA RIVERO Responsable AINHOA IZARO ALVAREZ ARANA OLATZ ARBELAIZ GALLEGO ANA JESUS ARRUARTE LASA MYRIAM ARRUE RECONDO ANTONIO ARRUTI ILLARRAMENDI JON ANDER ELORRIAGA ARANDIA NESTOR GARAY VITORIA XABIER GARDEAZABAL MARTINEZ DE ESPRONCEDA IBAI GURRUTXAGA GOIKOETXEA JOSE  LUIS JODRA LUQUE MIGUEL LARRAÑAGA OLAGARAY EDURNE LARRAZA MENDILUZE MIKEL LARREA ALAVA JOSE IGNACIO MARTIN ARAMBURU MAITANE MARTINEZ EGUILUZ RAQUEL MARTINEZ RODRIGUEZ JESUS MARIA PEREZ DE LA FUENTE IÑIGO PERONA BALDA IRATXE PINEDO LETAMENDI ASIER SALAZAR RAMIREZ MIKEL VILLAMAÑE GIRONES AINHOA YERA GIL Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Human-Computer Interaction (Computer Science) Filtrar Artificial Intelligence (Computer Science) Filtrar Education (Social Sciences) Filtrar Computers and Society (Computer Science) Filtrar Computer Networks and Communications (Computer Science) Filtrar Software (Computer Science) Filtrar General Computer Science (Computer Science) Filtrar Distributed, Parallel, and Cluster Computing (Computer Science) Filtrar Information Systems (Computer Science) Filtrar Electrical and Electronic Engineering (Engineering) Filtrar Componentes en otros momentos (26) ABASCAL GONZALEZ, JULIO 2010 2021 AIZPURUA AGUIRREZABAL, AMAIA 2010 2015 ALBERDI RODRIGUEZ, JOSEBA 2010 2015 ARRUABARRENA FRUTOS, AGUSTIN 2010 2021 CEARRETA URBIETA, IDOIA 2010 2015 CORTIÑAS RODRIGUEZ, ROBERTO 2010 2021 ESPIN TELLO, SANDRA MARTINA 2016 2021 FERNANDEZ DE CASTRO, MARIA ISABEL 2016 2021 FERRERO MARTIN, MARIA BEGOÑA DEL PILAR 2016 2021 GARDEAZABAL MONTON, PEDRO JOSE LUIS 2010 2021 GOMEZ CALZADO, CARLOS 2010 2015 IBARGUREN ARRIETA, IGOR 2016 2021 IBARRA LASA, AMAYA 2010 2021 LAFUENTE ROJO, JULIAN ALBERTO 2010 2021 LOPEZ GIL, JUAN MIGUEL 2016 2021 LOSADA PEREDA, MARIA BEGOÑA 2016 2021 MARTINEZ OTZETA, JOSE MARIA 2010 2015 MIÑON JIMENEZ, RAUL 2010 2015 PEREZ LOPEZ, JUAN EDUARDO 2016 2021 SAGASTIBELTZA GALARRAGA, NAGORE 2016 2021 SALVADOR ARTOLA, ZIGOR 2010 2015 SMITHERS, TIMOTHY 2010 2015 SORALUCE ARRIOLA, IRATXE 2010 2021 URRETAVIZCAYA LOINAZ, MARIA TERESA 2016 2021 VALENCIA PARAFITA, XABIER 2016 2021 VIGO ECHEBARRIA, MARKEL 2010 2015","","Contacto",""
"Antropología Feminista | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10310/detalle?lang=es","","","","","UPV/EHU","AFIT Antropología Feminista Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2013 Responsable : MARIA LUZ ESTEBAN GALARZA Centro : Facultad de Educación, Filosofía y Antropología Departamento : Filosofía de los Valores y Antropología Social Página web : https://afit-antropologiafeminista.eus/es/ Investigadoras/es Filtrar MARIA LUZ ESTEBAN GALARZA Responsable AMAIA AGIRRE MIGUELEZ MAIALEN AKIZU BIDEGAIN JAIME ALTUNA RAMIREZ JOKIN AZPIAZU CARBALLO MARGARET LOUISE BULLEN LEIRE CASTRILLO VELEZ DE MENDIZABAL ESTIBALIZ DE MIGUEL CALVO IXONE FERNANDEZ DE LABASTIDA MEDINA IRANTZU FERNANDEZ RODRIGUEZ MAIDER GALARDI FERNANDEZ DE AGUIRRE MIREN GUILLO ARAKISTAIN JONE MIREN HERNANDEZ GARCIA MATXALEN LEGARRETA IZA MARTA LUXAN SERRANO LAURA MUELAS DE AYALA MARIA RUIZ TORRADO MARINA SAGASTIZABAL EMILIO-YUS MIREN BEGOÑA URQUIJO ARREGUI MARIA ZAPATA HIDALGO Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Anthropology (Social Sciences) Filtrar Gender Studies (Social Sciences) Filtrar Social Psychology (Psychology) Filtrar Linguistics and Language (Social Sciences) Filtrar Communication (Social Sciences) Filtrar Education (Social Sciences) Filtrar Cultural Studies (Social Sciences) Filtrar Language and Linguistics (Arts and Humanities) Filtrar Sociology and Political Science (Social Sciences) Filtrar Literature and Literary Theory (Arts and Humanities) Filtrar Componentes en otros momentos (7) AYESTA ALDANONDO, IBAN 2013 2015 BARRON IRIARTE, AINARA 2016 2021 DAÑOBEITIA CEBALLOS, OLATZ 2016 2021 DEL PINO MOLINA, MIRIAM 2016 2021 DIEZ MINTEGUI, MARIA DEL CARMEN 2013 2015 MARTIN ZAPIRAIN, ITXASO 2016 2021 MOGOLLON GARCIA, IRATI 2016 2021","","Contacto",""
"AgeingOn | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10311/detalle?lang=es","","","","","UPV/EHU","AgeingOn AgeingOn Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2016 Responsable : JON IRAZUSTA ASTIAZARAN Centro : Facultad de Medicina y Enfermería Departamento : Fisiología Página web : https://www.ehu.eus/es/web/ageingon Investigadoras/es Filtrar JON IRAZUSTA ASTIAZARAN Responsable IRAIA BIDAURRAZAGA LOPEZ DE LETONA IRATXE DUÑABEITIA USATEGUI Izaro Esain Castañares ANDER ESPIN ELORZA ANA BELEN FRAILE BERMUDEZ JULIA GARCIA GARCIA FRANCISCO JAVIER GIL GOICOURIA SUSANA MARIA GIL OROZKO MAIDER KORTAXARENA RUBIO UNAI LATORRE EREZUMA JOSE ANTONIO LEKUE GALLANO ITXASO MUGICA ERRAZQUIN ANA RODRIGUEZ LARRAD MARIA BEGOÑA SANZ ECHEVARRIA MIRIAM URQUIZA ABAUNZA Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Sports Medicine (Medicine) Filtrar Physical Therapy, Sports Therapy and Rehabilitation (Health Professions) Filtrar Geriatrics (Medicine) Filtrar Internal Medicine (Medicine) Filtrar General Nursing (Nursing) Filtrar Urology (Medicine) Filtrar Nutrition and Dietetics (Nursing) Filtrar Public Health (Medicine) Filtrar Cancer Research (Biochemistry, Genetics and Molecular Biology) Filtrar Cell Biology (Biochemistry, Genetics and Molecular Biology) Filtrar Componentes en otros momentos (15) ARRIETA ETXEBERRIA, HARITZ 2019 2021 ECHEVARRIA ORELLA, ENRIQUE 2017 2020 ECHEVERRIA GARAY, IÑAKI 2019 2021 FERNANDEZ ATUCHA, AINHOA 2017 2020 IRAZUSTA ASTIAZARAN, AMAYA 2017 2021 LARRINAGA EMBEITA, GORKA 2017 2020 LARRUSKAIN ZABALA, JON 2016 2018 LOPEZ FERNANDEZ DE VILLAVERDE, JOSE IGNACIO 2017 2020 MONASTERIO CUENCA, XABIER 2019 2022 OTERO PARRA, MONTSERRAT 2016 2018 REZOLA PARDO, CHLOE 2016 2022 RUIZ LITAGO, FATIMA 2016 2021 SUBIRAN CIUDAD, NEREA 2017 2020 TORRES UNDA, JUAN JOSE 2016 2018 ZARRAZQUIN ARIZAGA, IDOIA 2019 2021","","Contacto",""
"Audio, Speech and Language Processing Group | Grupos de investigación - Universidad del País Vasco / Euskal Herriko Unibertsitatea","https://ekoizpen-zientifikoa.ehu.eus/grupos/10312/detalle?lang=es","","","","","UPV/EHU","Aholab-GTTS Audio, Speech and Language Processing Group Detalle Proyectos Publicaciones Colaboración Tesis Constituido el 01 de enero de 2019 Responsables : INMACULADA CONCEPCION HERNAEZ RIOJA EVA NAVAS CORDON Centro : Escuela de Ingeniería de Bilbao Departamento : Ingeniería de Comunicaciones Página web : https://aholab.ehu.eus/aholab-gtts/ Investigadoras/es Filtrar INMACULADA CONCEPCION HERNAEZ RIOJA Responsable EVA NAVAS CORDON Responsable AITOR BELLANCO MOLINA GERMAN BORDEL GARCIA XABIER DE ZUAZO OTEIZA EDER DEL BLANCO SIERRA VICTOR GARCIA ROMILLO ASIER HERRANZ VALBUENA NESTOR LOPEZ DE SAMANIEGO GONZALEZ MIKEL PEÑAGARICANO BADIOLA IÑIGO PIKABEA MENTXAKA LUIS JAVIER RODRIGUEZ FUENTES INGE SALOMONS JON SANCHEZ DE LA FUENTE IBON SARATXAGA COUCEIRO CHRISTOFOROS SOUGANIDIS MARIA AMPARO VARONA FERNANDEZ Clasificaciones Vigencia de grupos: Grupos consolidados activos beta Especialidades predominantes (top 10) Obtenidas a partir de las publicaciones help Obtenidas a partir de las publicaciones Las especialidades temáticas mostradas se han obtenido mediante la aplicación de modelos de inteligencia artificial, obtenidos como resultado del Proyecto Hércules. El listado puede contener errores. En proceso de evaluación y mejora. Compartido para recoger sugerencias de la comunidad. Electrical and Electronic Engineering (Engineering) Filtrar Artificial Intelligence (Computer Science) Filtrar Sound (Computer Science) Filtrar Otorhinolaryngology (Medicine) Filtrar Speech and Hearing (Health Professions) Filtrar Linguistics and Language (Social Sciences) Filtrar Information Systems (Computer Science) Filtrar Language and Linguistics (Arts and Humanities) Filtrar Control and Systems Engineering (Engineering) Filtrar Ecology, Evolution, Behavior and Systematics (Agricultural and Biological Sciences) Filtrar","","Contacto",""
